replay,user,group,puzzle,ActiveTime,InactiveTime,CreateShape,RotateShape,MoveShape,ScaleShape,DeleteFigure,RotateView,Snapshots,CheckSolution,cube,pyramid,ramp,cylinder,cone,sphere
Angled Silhouette~2,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Angled Silhouette,134.695044,32.578101,3,4,5,11,0,1,1,1,1,2,0,0,0,0
8. Combine 2 Ramps~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,48.650802999999996,0.0,2,4,2,0,0,2,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,45.142154000000005,0.0,2,0,5,0,0,1,0,1,1,1,0,0,0,0
7. Max 2 Boxes~2,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,57.856241,0.0,1,0,6,2,0,0,0,2,1,0,0,0,0,0
Warm Up~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Warm Up,22.763915,0.0,4,0,0,0,0,0,0,1,4,0,0,0,0,0
Pi Henge~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Pi Henge,84.94473199999999,0.0,3,0,6,5,0,0,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,45.896153,0.0,2,0,3,4,0,1,0,1,0,0,0,1,1,0
45-Degree Rotations~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,45-Degree Rotations,59.45241099999999,0.0,5,8,0,0,0,0,0,1,0,0,4,0,0,1
1. One Box~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,1. One Box,12.899122,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,27.954985,0.0,2,0,0,0,0,0,0,1,0,1,0,0,1,0
2. Separated Boxes~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,68.575369,0.0,2,0,13,0,0,1,0,2,2,0,0,0,0,0
6. Stretch a Ramp~3,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,45.252446,0.0,1,0,0,8,0,0,0,1,0,0,1,0,0,0
Pyramids are Strange~2,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Pyramids are Strange,172.47868100000005,0.0,4,22,2,1,0,2,0,4,0,4,0,0,0,0
Boxes Obscure Spheres~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Boxes Obscure Spheres,220.81212900000006,0.0,11,6,14,0,0,1,0,3,5,0,0,4,0,2
Square Cross-Sections~2,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Square Cross-Sections,32.560466999999996,125.941795,3,4,0,0,0,0,0,1,0,1,1,1,0,0
Stranger Shapes~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Stranger Shapes,164.207467,0.0,2,4,11,8,0,0,0,1,0,2,0,0,0,0
Bird Fez~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Bird Fez,151.19073100000003,0.0,6,6,12,1,0,1,0,2,2,2,0,1,0,1
Sugar Cones~1,b15f2a5087a673d4606ce6018525e7a0,e21640b4aea9349ad77d86d6017cb061,Sugar Cones,47.09345,0.0,2,4,1,0,0,1,1,2,0,0,0,0,2,0
2. Separated Boxes~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,37.478734,0.0,2,0,3,0,0,0,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,76.559883,0.0,1,0,1,19,0,10,0,2,0,0,1,0,0,0
7. Max 2 Boxes~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,26.371102999999998,0.0,1,0,2,2,0,1,0,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,34.539118,0.0,1,5,0,0,0,0,0,2,0,1,0,0,0,0
8. Combine 2 Ramps~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,71.84246799999998,0.0,2,12,2,0,0,4,0,1,0,0,2,0,0,0
9. Scaling Round Objects~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,148.35789499999998,0.0,2,0,5,36,0,5,0,1,0,0,0,1,1,0
4. Match Silhouettes~2,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,74.04991999999999,0.0,2,0,7,0,0,10,0,1,1,1,0,0,0,0
1. One Box~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,1. One Box,56.71547,0.0,1,0,16,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,ee9244078bab1b7e54aa21c9af7c9f69,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,42.767752000000016,0.0,4,0,0,0,1,1,0,1,1,2,0,0,1,0
2. Separated Boxes~1,f780fb1266b2137865259660adcf0b0a,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,37.741013,0.0,2,0,1,0,0,0,0,1,2,0,0,0,0,0
3. Rotate a Pyramid~1,f780fb1266b2137865259660adcf0b0a,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,256.971511,0.0,1,58,6,0,0,21,0,3,0,1,0,0,0,0
4. Match Silhouettes~1,f780fb1266b2137865259660adcf0b0a,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,404.93092500000023,299.014032,9,0,29,0,5,13,7,8,6,3,0,0,0,0
1. One Box~1,f780fb1266b2137865259660adcf0b0a,e21640b4aea9349ad77d86d6017cb061,1. One Box,13.33274,74.795157,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2. Separated Boxes~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,21.775081999999998,0.0,2,0,1,0,0,0,0,1,2,0,0,0,0,0
6. Stretch a Ramp~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,203.75360799999999,0.0,2,0,1,25,1,9,0,2,0,0,2,0,0,0
7. Max 2 Boxes~2,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,23.534288999999998,0.0,2,0,1,1,0,0,0,1,2,0,0,0,0,0
3. Rotate a Pyramid~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,43.33932600000001,0.0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
Bird Fez~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,Bird Fez,179.45388400000002,0.0,3,2,12,1,0,13,0,3,1,0,0,0,1,1
8. Combine 2 Ramps~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,123.63162999999999,0.0,2,34,2,0,0,1,0,1,0,0,2,0,0,0
Pi Henge~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,Pi Henge,282.5331100000001,0.0,4,0,4,5,1,16,0,1,4,0,0,0,0,0
9. Scaling Round Objects~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,105.969826,0.0,2,0,13,12,0,1,0,1,0,0,0,1,1,0
45-Degree Rotations~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,45-Degree Rotations,197.848835,160.077455,5,12,0,0,0,3,0,1,0,0,4,0,0,1
4. Match Silhouettes~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,49.35987700000001,0.0,2,0,10,0,0,0,0,1,1,1,0,0,0,0
1. One Box~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,1. One Box,14.036010000000001,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,27f08f1a1996a8fe6c46de7787676953,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,45.16493199999999,36.978372,3,0,0,0,1,0,0,1,1,1,0,0,1,0
3. Rotate a Pyramid~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,53.250530000000005,0.0,1,5,1,0,0,0,0,1,0,1,0,0,0,0
8. Combine 2 Ramps~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,185.005354,0.0,2,13,26,0,0,11,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,57.97796600000001,0.0,2,0,4,0,0,0,1,1,1,1,0,0,0,0
7. Max 2 Boxes~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,35.806922,0.0,1,0,1,10,0,2,0,1,1,0,0,0,0,0
Warm Up~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,Warm Up,54.033736000000005,0.0,5,0,0,0,1,0,0,2,5,0,0,0,0,0
1. One Box~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,1. One Box,15.831336,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1. One Box~2,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,1. One Box,12.304785999999998,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,32.740583,0.0,3,0,0,0,0,0,0,1,1,1,0,0,1,0
5. Removing Objects~2,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,29.230822000000003,0.0,2,0,0,0,0,0,0,1,0,1,0,0,1,0
2. Separated Boxes~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,55.65655999999999,0.0,2,0,1,0,0,0,0,2,2,0,0,0,0,0
2. Separated Boxes~2,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,51.95805700000001,0.0,2,0,7,0,0,4,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,444.9997110000002,0.0,4,0,7,79,0,35,0,7,0,0,4,0,0,0
Bird Fez~1,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,Bird Fez,120.68370800000004,31.548007,3,6,51,6,0,5,0,1,1,1,0,0,0,1
Bird Fez~2,7ea1d408020c8831efec76c7554e5abf,e21640b4aea9349ad77d86d6017cb061,Bird Fez,67.47840700000002,0.0,3,4,4,1,0,1,0,1,1,1,0,0,0,1
2. Separated Boxes~1,30cc83a6a1f9f5d4331ee9b968e1b8f5,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,173.591847,0.0,2,0,23,0,0,15,0,4,2,0,0,0,0,0
3. Rotate a Pyramid~1,30cc83a6a1f9f5d4331ee9b968e1b8f5,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,100.74000899999999,144.652,1,8,2,0,0,2,0,2,0,1,0,0,0,0
4. Match Silhouettes~1,30cc83a6a1f9f5d4331ee9b968e1b8f5,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,377.970522,313.89263300000005,4,0,32,0,0,66,5,7,2,2,0,0,0,0
1. One Box~1,30cc83a6a1f9f5d4331ee9b968e1b8f5,e21640b4aea9349ad77d86d6017cb061,1. One Box,17.970478999999997,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,30cc83a6a1f9f5d4331ee9b968e1b8f5,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,203.8708049999999,146.401064,4,0,9,0,1,37,0,1,1,2,0,0,1,0
2. Separated Boxes~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,120.70446199999996,0.0,4,0,3,0,2,0,0,4,4,0,0,0,0,0
2. Separated Boxes~2,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,21.018887000000003,0.0,2,0,1,0,0,0,0,1,2,0,0,0,0,0
6. Stretch a Ramp~3,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,162.244853,0.0,1,0,2,3,0,17,4,4,0,0,1,0,0,0
7. Max 2 Boxes~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,49.34039,0.0,1,0,0,2,0,4,3,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,187.74005300000002,0.0,4,1,14,0,2,1,0,1,0,4,0,0,0,0
3. Rotate a Pyramid~2,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,40.401588,0.0,1,5,0,0,0,1,0,2,0,1,0,0,0,0
4. Match Silhouettes~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,56.758193,42.673324,3,0,1,0,1,3,0,1,2,1,0,0,0,0
4. Match Silhouettes~2,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,36.089319999999994,129.33332,2,0,1,0,0,8,0,1,1,1,0,0,0,0
1. One Box~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,1. One Box,51.33021200000001,96.729392,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1. One Box~2,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,1. One Box,15.400265,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
5. Removing Objects~1,e7a1c28b6e31fa4ce644626262e21991,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,241.04110699999993,57.221943,6,0,14,0,3,12,3,1,2,1,0,0,3,0
2. Separated Boxes~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,27.699562000000004,0.0,2,0,3,0,0,0,0,1,2,0,0,0,0,0
6. Stretch a Ramp~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,110.08783199999998,0.0,1,0,6,12,0,2,0,3,0,0,1,0,0,0
7. Max 2 Boxes~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,21.755512000000003,0.0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,42.162062999999996,0.0,1,1,4,0,0,2,0,2,0,1,0,0,0,0
8. Combine 2 Ramps~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,63.87173299999999,0.0,2,4,2,0,0,2,0,1,0,0,2,0,0,0
9. Scaling Round Objects~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,101.57821600000001,0.0,2,0,1,10,0,2,0,2,0,0,0,1,1,0
4. Match Silhouettes~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,21.098112999999998,0.0,2,0,3,0,0,0,0,1,1,1,0,0,0,0
1. One Box~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,1. One Box,15.242781,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,eeb4ac2443dd0496ffbefa6780f4d7d4,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,36.405426999999996,0.0,3,0,0,0,0,0,0,1,1,1,0,0,1,0
2. Separated Boxes~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,36.484287,0.0,2,0,3,0,0,0,0,1,2,0,0,0,0,0
6. Stretch a Ramp~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,141.68004499999995,0.0,2,0,0,11,1,12,0,3,0,0,2,0,0,0
7. Max 2 Boxes~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,86.88171200000001,0.0,1,0,0,7,0,4,0,3,1,0,0,0,0,0
3. Rotate a Pyramid~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,33.04971,0.0,1,3,0,0,0,0,0,1,0,1,0,0,0,0
Bird Fez~2,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,Bird Fez,215.33875700000002,311.613267,8,2,3,3,5,11,0,1,4,0,0,2,1,1
8. Combine 2 Ramps~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,91.37752599999997,0.0,2,6,10,0,0,7,0,1,0,0,2,0,0,0
Pi Henge~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,Pi Henge,133.62809299999992,0.0,3,0,4,11,0,11,0,2,3,0,0,0,0,0
Pyramids are Strange~2,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,Pyramids are Strange,107.92025699999999,0.0,4,14,0,1,0,1,0,1,0,4,0,0,0,0
Square Cross-Sections~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,Square Cross-Sections,130.25801599999997,0.0,3,8,2,0,0,20,0,1,0,1,1,1,0,0
9. Scaling Round Objects~2,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,55.33710200000001,0.0,2,0,1,4,0,3,0,1,0,0,0,1,1,0
45-Degree Rotations~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,45-Degree Rotations,100.21450899999996,0.0,5,12,0,0,0,0,0,1,0,0,4,0,0,1
4. Match Silhouettes~2,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,26.734046000000003,0.0,2,0,1,0,0,0,0,1,1,1,0,0,0,0
1. One Box~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,1. One Box,10.163452000000001,72.063917,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,61826b2435a7a079a118b0a8473a4ffa,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,81.29661799999997,0.0,3,0,5,0,1,8,0,1,1,1,0,0,1,0
3. Rotate a Pyramid~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,74.318029,0.0,1,1,0,0,0,12,0,4,0,1,0,0,0,0
3. Rotate a Pyramid~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,13.717535999999999,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8. Combine 2 Ramps~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,48.296131,0.0,2,6,2,0,0,1,0,1,0,0,2,0,0,0
8. Combine 2 Ramps~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,45.461757999999996,0.0,2,8,2,0,0,2,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,22.102207000000003,0.0,2,0,1,0,0,1,0,1,1,1,0,0,0,0
4. Match Silhouettes~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,10.962944,78.518325,2,0,1,0,0,0,0,1,1,1,0,0,0,0
7. Max 2 Boxes~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,22.32478,0.0,1,0,0,2,0,0,0,1,1,0,0,0,0,0
7. Max 2 Boxes~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,25.143933999999994,0.0,1,0,2,2,0,2,0,1,1,0,0,0,0,0
Warm Up~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,Warm Up,53.13834899999999,0.0,2,0,4,2,0,2,0,1,2,0,0,0,0,0
Pi Henge~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,Pi Henge,79.14110099999999,0.0,3,0,10,7,0,7,0,1,3,0,0,0,0,0
9. Scaling Round Objects~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,175.58290400000004,0.0,2,0,14,11,0,8,0,2,0,0,0,1,1,0
9. Scaling Round Objects~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,9. Scaling Round Objects,43.770526,0.0,2,0,1,2,0,0,0,2,0,0,0,1,1,0
45-Degree Rotations~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,45-Degree Rotations,87.422146,0.0,5,14,0,0,0,3,0,1,0,0,4,0,0,1
1. One Box~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,1. One Box,22.244673,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1. One Box~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,1. One Box,9.784479,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,49.249745000000004,0.0,3,0,2,0,0,0,0,1,1,1,0,0,1,0
5. Removing Objects~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,86.720459,30.89788,3,0,12,0,1,1,0,2,1,1,0,0,1,0
2. Separated Boxes~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,35.47566,0.0,2,0,1,0,0,0,0,2,2,0,0,0,0,0
2. Separated Boxes~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,39.55376199999999,0.0,2,0,7,0,0,1,0,2,2,0,0,0,0,0
6. Stretch a Ramp~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,48.13744799999999,0.0,1,0,4,2,0,2,0,1,0,0,1,0,0,0
6. Stretch a Ramp~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,48.428836000000004,0.0,1,0,2,5,0,4,0,2,0,0,1,0,0,0
Pyramids are Strange~2,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,Pyramids are Strange,334.752677,246.76002,4,14,17,5,0,59,1,3,0,4,0,0,0,0
Bird Fez~1,f46a2482f35a0a401bf611fd85f4339d,e21640b4aea9349ad77d86d6017cb061,Bird Fez,205.31847499999998,0.0,4,4,19,2,1,32,0,4,1,0,0,0,2,1
2. Separated Boxes~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,234.995527,0.0,6,0,10,0,4,15,0,2,6,0,0,0,0,0
6. Stretch a Ramp~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,6. Stretch a Ramp,366.74821300000013,30.261363,1,0,0,45,0,49,0,11,0,0,1,0,0,0
7. Max 2 Boxes~3,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,7. Max 2 Boxes,83.130944,0.0,2,0,5,8,0,31,0,1,2,0,0,0,0,0
3. Rotate a Pyramid~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,41.745157000000006,0.0,1,14,0,0,0,0,0,1,0,1,0,0,0,0
8. Combine 2 Ramps~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,8. Combine 2 Ramps,79.337207,0.0,2,16,4,0,0,2,0,1,0,0,2,0,0,0
4. Match Silhouettes~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,48.719283000000004,0.0,2,0,1,0,0,3,0,1,1,1,0,0,0,0
1. One Box~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,1. One Box,8.177138,343.363139,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5. Removing Objects~1,6672e613399b164cbfe36519dfc71f07,e21640b4aea9349ad77d86d6017cb061,5. Removing Objects,131.599474,57.49312,7,0,2,0,4,1,0,1,2,3,0,0,2,0
2. Separated Boxes~1,7be8b35ba9d4b1ad7c3d3f32b585df6f,e21640b4aea9349ad77d86d6017cb061,2. Separated Boxes,229.72776800000003,0.0,13,0,1,0,11,0,0,4,13,0,0,0,0,0
3. Rotate a Pyramid~1,7be8b35ba9d4b1ad7c3d3f32b585df6f,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,144.784253,0.0,1,33,2,0,0,0,0,5,0,1,0,0,0,0
4. Match Silhouettes~1,7be8b35ba9d4b1ad7c3d3f32b585df6f,e21640b4aea9349ad77d86d6017cb061,4. Match Silhouettes,47.691554000000004,0.0,2,0,1,0,0,0,0,3,1,1,0,0,0,0
1. One Box~1,7be8b35ba9d4b1ad7c3d3f32b585df6f,e21640b4aea9349ad77d86d6017cb061,1. One Box,13.542755000000001,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3. Rotate a Pyramid~1,7e95e0d124f5d7852af4b05082db7b1c,e21640b4aea9349ad77d86d6017cb061,3. Rotate a Pyramid,53.08903399999999,0.0,1,3,4,0,0,0,0,2,0,1,0,0,0,0
