Competence,TypeTag,Tag,AnnotationTime,FinalAnnotationTime,Game,User,SequenceOrder,Level,Group,Replay
prim_shapes,Global,4,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,12,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,12,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,12,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
action_seq,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,12,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
rotation,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
cam_perspective,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
snapshots,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
prim_shapes,Global,0,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
scale_shapes,Global,0,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
locate_shapes,Global,4,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
action_seq,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,13,45-Degree Rotations,4fe25833f555e9903d2bb6bbeec3fbfb,45-Degree Rotations~1
rotation,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
cam_perspective,Global,2,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
snapshots,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
locate_shapes,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
action_seq,Global,3,,,Shadowspect,2085341eede3ffb7e2ffc72bbf0ae02b,14,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
rotation,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
snapshots,Global,3,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
scale_shapes,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,20,Pyramids are Strange,4fe25833f555e9903d2bb6bbeec3fbfb,Pyramids are Strange~1
rotation,Global,4,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
cam_perspective,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
snapshots,Global,1,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
prim_shapes,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
scale_shapes,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
action_seq,Global,2,,,Shadowspect,afa648f0959b8ff1a10ddb9c643aa172,23,Pi Henge,4fe25833f555e9903d2bb6bbeec3fbfb,Pi Henge~1
snapshots,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,13,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,14,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,16,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
cam_perspective,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
snapshots,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
prim_shapes,Global,0,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
scale_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
locate_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
action_seq,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,17,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
rotation,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,3,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,4,,,Shadowspect,2f0ac5ad17c9aa0ab1a3a01e8fea4ea8,21,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,3,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,0,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,4,,,Shadowspect,73002223a76a57543bc0d9e92c685d21,19,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,3,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,1,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,2,,,Shadowspect,a6f176cf29c7a3e3bf3fc3c2362ac8c8,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,1,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,1,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,2,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,3,,,Shadowspect,e94bcd5830a6a2d1e9af610edfdc52dc,28,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,2,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,2,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,2,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,2,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,3,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
cam_perspective,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
snapshots,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
prim_shapes,Global,0,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
scale_shapes,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
locate_shapes,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
action_seq,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,5,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~1
rotation,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
cam_perspective,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
snapshots,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
prim_shapes,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
scale_shapes,Global,4,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
locate_shapes,Global,3,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
action_seq,Global,2,,,Shadowspect,eb31edc705bc6a52f30c37c1622267cc,9,Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,Angled Silhouette~1
rotation,Global,3,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
cam_perspective,Global,2,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
snapshots,Global,1,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
prim_shapes,Global,3,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
scale_shapes,Global,3,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
locate_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
action_seq,Global,2,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,12,Bird Fez,e6af7d42084352a39449e6d0a09b18cd,Bird Fez~1
rotation,Global,0,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
cam_perspective,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
snapshots,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
prim_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
scale_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
locate_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
action_seq,Global,3,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,13,Pi Henge,e6af7d42084352a39449e6d0a09b18cd,Pi Henge~1
rotation,Global,2,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
cam_perspective,Global,3,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
snapshots,Global,1,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
prim_shapes,Global,0,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
scale_shapes,Global,1,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
locate_shapes,Global,4,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
action_seq,Global,2,,,Shadowspect,3d992da5acb90d3c9b53b9684d648306,15,Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,Pyramids are Strange~2
